key,work,performer,composer,title,beat_count,note_count,velocity_min,velocity_max,velocity_unique,velocity_low_ratio,pedal_event_count,pedal_unique,onset_inside_ratio,empty_beat_ratio,duration,dynamics_mean,dynamics_range,pedal_depth_mean,pedal_usage,pedal_change_rate,interval_min,interval_median,interval_max,short_interval_count,long_interval_count,flag_no_pedal_events,flag_binary_pedal,flag_short_beat_interval,flag_long_beat_interval,flag_many_empty_beats,z_dynamics_mean,within_z_dynamics_mean,z_dynamics_range,within_z_dynamics_range,z_pedal_depth_mean,within_z_pedal_depth_mean,z_pedal_usage,within_z_pedal_usage,z_pedal_change_rate,within_z_pedal_change_rate,flag_global_outlier,flag_within_work_outlier,flags,flagged,statistical_outlier
Bach/Fugue/bwv_846/Shi05M.mid,Bach/Fugue/bwv_846,Shi05M,Bach,Fugue_bwv_846,105,754,4,88,60,0.001326259946949602,2428,95,0.9973474801061007,0.0,139.781251,0.4915397723552954,0.19988188976377952,0.449026024330774,0.42470187547099847,1.9714285714285715,1.1419269999999981,1.2584639999999894,2.8593759999999975,0,0,False,False,False,False,False,-0.21934681839435852,,-1.0347469639933038,,-0.40248392840975566,,-0.5567430262293896,,1.8704217656762578,,False,False,,False,False
Bach/Fugue/bwv_848/Denisova06M.mid,Bach/Fugue/bwv_848,Denisova06M,Bach,Fugue_bwv_848,216,1435,15,94,60,0.0,22,19,0.9965156794425087,0.0,108.292969,0.5322228384646364,0.09653871391076108,0.003175370609966799,0.004387743972023409,0.009259259259259259,0.44401100000000326,0.4970699999999937,0.9332689999999957,0,0,False,False,False,False,False,0.49317224800610143,0.08183497485716136,-2.0651382164305185,-3.432908080181159,-1.9162698163736627,-1.322984317661094,-1.8313116219050065,-0.34202751994235975,-1.4828831306681967,-0.7123527986370284,False,False,,False,False
Bach/Fugue/bwv_848/Lee01M.mid,Bach/Fugue/bwv_848,Lee01M,Bach,Fugue_bwv_848,216,1438,6,96,66,0.0006954102920723226,697,106,0.9972183588317107,0.0,123.025261,0.5295176789243937,0.21006046119235094,0.16550400318909606,0.056129024568863525,0.1712962962962963,0.49544199999999705,0.5648875000000011,1.1164070000000095,0,0,False,False,False,False,False,0.44579435999496575,-0.05172466116840122,-0.9332607180391058,0.8464777463792039,-1.3651193556531513,1.0166350217973383,-1.6744103749410242,0.624774221087181,-1.2059653405898663,0.5342645989777715,False,False,,False,False
Bach/Fugue/bwv_848/LeeSH01M.mid,Bach/Fugue/bwv_848,LeeSH01M,Bach,Fugue_bwv_848,216,1429,6,96,61,0.0006997900629811056,748,106,0.9979006298110566,0.0,143.678125,0.5305653267376802,0.20978627671541056,0.09501151602642993,0.10127684194424008,0.49537037037037035,0.5385420000000067,0.6546869999999814,1.6791660000000093,0,0,False,False,False,False,False,0.46414275683981354,0.0,-0.9359944959035994,0.8361419191691885,-1.6044607839627827,0.0006368973019338404,-1.5375032717115116,1.4683750739981056,-0.6521297604332049,3.0274993942073705,False,False,,False,False
Bach/Fugue/bwv_848/Lin04M.mid,Bach/Fugue/bwv_848,Lin04M,Bach,Fugue_bwv_848,216,1431,2,94,66,0.0006988120195667365,143,57,0.9979035639412998,0.0,118.448177,0.522787321513262,0.18849831271091122,0.017020670957000265,0.022664221662758596,0.10185185185185185,0.46614599999999484,0.5474169999999852,0.95381900000001,0,0,False,False,False,False,False,0.32791956741585104,-0.3840171092774212,-1.1482478131776082,0.03365769373518216,-1.869261204622057,-1.1234339861030447,-1.7758896820784749,-0.0005259133437507028,-1.3246443934805792,0.0,False,False,,False,False
Bach/Fugue/bwv_848/Lou01M.mid,Bach/Fugue/bwv_848,Lou01M,Bach,Fugue_bwv_848,216,1433,16,90,56,0.0,659,106,0.9979064898813678,0.0,124.651302,0.5107739860063788,0.17732939632545935,0.13686849633759626,0.029173102641361214,0.12962962962962962,0.4921870000000004,0.5703120000000004,1.1340489999999903,0,0,False,False,False,False,False,0.11751923582052468,-0.9771417268400413,-1.2596083713158661,-0.3873726693668112,-1.4623447960662965,0.6039155615240241,-1.7561520271518347,0.12109452955366333,-1.277172772324294,0.2137058395911085,False,False,,False,False
Bach/Fugue/bwv_848/MiyashitaM01M.mid,Bach/Fugue/bwv_848,MiyashitaM01M,Bach,Fugue_bwv_848,216,1438,3,100,64,0.0006954102920723226,485,95,0.9965229485396384,0.0,134.595417,0.5597005906143045,0.22300337457817765,0.3086778119806244,0.02269236748494097,0.0787037037037037,0.559375,0.6151040000000023,1.9519280000000094,0,0,False,False,False,False,False,0.9744147938812152,1.4384716246797178,-0.8042123834613482,1.334381794934027,-0.8790048025714865,3.0801786285562796,-1.7758043321500174,0.0,-1.3642040777774835,-0.17808819965925704,False,False,,False,False
Bach/Fugue/bwv_848/Mizumoto03M.mid,Bach/Fugue/bwv_848,Mizumoto03M,Bach,Fugue_bwv_848,216,1440,7,96,65,0.0006944444444444445,124,60,0.9979166666666667,0.0,127.676823,0.5538978634615117,0.18760545556805397,0.015182845738077053,0.014298887477524344,0.06481481481481481,0.50325500000001,0.5868059999999957,1.3151690000000116,0,0,False,False,False,False,False,0.8727864229424956,1.151978308868427,-1.1571501154542934,0.0,-1.8755011279186418,-1.149922297847069,-1.8012568811464826,-0.15683475536093738,-1.3879398883556264,-0.2849411194548114,False,False,,False,False
Bach/Fugue/bwv_848/SunY01M.mid,Bach/Fugue/bwv_848,SunY01M,Bach,Fugue_bwv_848,216,1431,22,98,67,0.0,689,105,0.9965059399021663,0.0,120.48020799999999,0.5310007077997017,0.18240298087739037,0.0949673265010774,0.06471336786536146,0.26851851851851855,0.507290999999995,0.5520829999999961,1.1570309999999893,0,0,False,False,False,False,False,0.4717679763108883,0.02149571413846919,-1.2090217980113491,-0.19611569577977514,-1.6046108195841644,0.0,-1.648379048463386,0.7851753157047794,-1.0398146665428676,1.2822350375466514,False,False,,False,False
Bach/Fugue/bwv_848/Zhou01M.mid,Bach/Fugue/bwv_848,Zhou01M,Bach,Fugue_bwv_848,216,1430,3,94,61,0.002097902097902098,102,59,0.9972027972027973,0.0,137.594792,0.5154991766075537,0.1733127109111362,0.006401848657607678,0.006760667534060833,0.037037037037037035,0.5807300000000453,0.6328119999999853,1.195052000000004,0,0,False,False,False,False,False,0.20027574160267775,-0.7438487445016588,-1.2996570487495571,-0.5387881209733583,-1.9053150338796063,-1.27648155152143,-1.824115923199076,-0.29768871339090563,-1.4354115095119115,-0.4986469590459199,False,False,,False,False
Bach/Fugue/bwv_854/LuA01M.mid,Bach/Fugue/bwv_854,LuA01M,Bach,Fugue_bwv_854,110,739,7,98,61,0.0013531799729364006,34,28,0.9905277401894452,0.0,64.059896,0.5292438161138949,0.2138638920134983,0.0,0.0,0.0,0.5317709999999991,0.5749124999999999,0.9723959999999963,0,0,False,False,False,False,False,0.4409979546912465,-0.8734390398056717,-0.8953383122777981,0.7685615104883156,-1.9270510750267744,-0.2642931399386584,-1.8446171004828062,-0.14941474757822645,-1.4987070043869586,-0.1398801859141801,False,False,,False,False
Bach/Fugue/bwv_854/MiyashitaM01M.mid,Bach/Fugue/bwv_854,MiyashitaM01M,Bach,Fugue_bwv_854,110,738,11,94,42,0.0,254,77,0.997289972899729,0.0,64.971528,0.5866246264671462,0.14509280089988752,0.018337318076802087,0.00799637614586674,0.01818181818181818,0.518751,0.5853294999999967,1.2303820000000059,0,0,False,False,False,False,False,1.4459596090640254,1.95957691789443,-1.5810258781874296,-1.8238759707519372,-1.8647908246579346,0.0,-1.8203687368163652,0.0,-1.4676346705392083,0.0,False,False,,False,False
Bach/Fugue/bwv_854/Ozaki01M.mid,Bach/Fugue/bwv_854,Ozaki01M,Bach,Fugue_bwv_854,110,734,21,98,58,0.0,135,58,0.9959128065395095,0.0,57.030815999999994,0.5265382168138074,0.21803993250843634,0.0414431039701647,0.04225529927372454,0.14545454545454545,0.47265599999999974,0.5162760000000048,0.7632379999999941,0,0,False,False,False,False,False,0.39361236477108397,-1.0070203877354478,-0.8537007724955132,0.9259841095331602,-1.7863403114114278,0.3330203838386019,-1.7164813243596202,0.6401385150067754,-1.2501283336049556,0.9791613013992608,False,False,,False,False
Bach/Fugue/bwv_854/Richardson01M.mid,Bach/Fugue/bwv_854,Richardson01M,Bach,Fugue_bwv_854,110,738,6,92,52,0.0027100271002710027,86,44,0.994579945799458,0.00909090909090909,59.802517,0.546934729489089,0.1566929133858267,0.031123979296287293,0.03184112709907438,0.09090909090909091,0.4791669999999968,0.5345049999999969,1.2868920000000088,0,0,False,False,False,False,False,0.7508348054336873,0.0,-1.4653660454588584,-1.3865909734051383,-1.8213765846053607,0.18429231738663118,-1.7480614588567167,0.4455465050353782,-1.3433453351482068,0.5595207436567204,False,False,,False,False
Bach/Fugue/bwv_854/WangA01M.mid,Bach/Fugue/bwv_854,WangA01M,Bach,Fugue_bwv_854,110,736,43,100,55,0.0,17,16,0.9918478260869565,0.0,59.54189800000001,0.5645214518639715,0.1934758155230597,0.0038156470239759585,0.00506762357863564,0.01818181818181818,0.4848960000000133,0.5359369999999988,0.9960640000000112,0,0,False,False,False,False,False,1.058846865633796,0.8682949025110862,-1.0986192304068028,0.0,-1.914095901427403,-0.20929876569916925,-1.8292499420077881,-0.05472464245921057,-1.4676346705392083,0.0,False,False,,False,False
Bach/Fugue/bwv_856/LuoJ01M.mid,Bach/Fugue/bwv_856,LuoJ01M,Bach,Fugue_bwv_856,214,740,18,95,54,0.0,28,5,0.9986486486486487,0.004672897196261682,65.111458,0.5460493201260641,0.18157480314960633,0.31094493192215966,0.0,0.0,0.253733000000004,0.29635400000000045,1.1354159999999922,0,0,False,True,False,False,False,0.7353278362433806,,-1.2172792090994862,,-0.8713073053374312,,-1.8446171004828062,,-1.4987070043869586,,False,False,binary_pedal,True,False
Bach/Fugue/bwv_857/Bult-ItoS02M.mid,Bach/Fugue/bwv_857,Bult-ItoS02M,Bach,Fugue_bwv_857,227,1400,4,90,68,0.0007142857142857143,5154,113,0.9985714285714286,0.004405286343612335,202.15599,0.48080210526144723,0.25630666905273203,0.42909423113883555,0.3619347890386182,1.158590308370044,0.5918419999999998,0.8682290000000137,2.0142510000000016,0,0,False,False,False,False,False,-0.4074052236400482,-0.1383844832545614,-0.47215926993281543,0.5463787032199305,-0.4701578613825344,1.5023436494240807,-0.7470791372791417,2.4199149948977716,0.4812987626073531,1.3895586750505555,False,False,,False,False
Bach/Fugue/bwv_857/Lan01M.mid,Bach/Fugue/bwv_857,Lan01M,Bach,Fugue_bwv_857,227,1353,3,94,75,0.0029563932002956393,157,48,0.9992609016999261,0.00881057268722467,188.226563,0.49288097068674497,0.20190885230255307,0.3396134092014323,0.0,0.0,0.7298179999999999,0.809896000000002,3.7296859999999867,0,0,False,False,False,False,False,-0.19585720774372736,0.4579754895327798,-1.0145369747827855,-1.5042349595447178,-0.773969921232231,0.21266937453401144,-1.8446171004828062,-4.342947851660097,-1.4987070043869586,-7.5239518502737415,False,True,within_work_outlier,True,True
Bach/Fugue/bwv_857/Lisiecki04M.mid,Bach/Fugue/bwv_857,Lisiecki04M,Bach,Fugue_bwv_857,227,1345,3,91,78,0.002973977695167286,107,49,0.9992565055762082,0.022026431718061675,215.888672,0.4505990872132604,0.2666690101237345,0.007033941204534275,0.009738357378700963,0.039647577092511016,0.8378899999999874,0.9286010000000147,2.9476310000000012,0,0,False,False,False,False,False,-0.9363777982324336,-1.629573463933869,-0.3688407343236742,0.9370039056248605,-1.9031689054183398,-4.580750879610245,-1.8150863196734808,-4.160983648998461,-1.430950153044948,-7.218926775262644,False,True,within_work_outlier,True,True
Bach/Fugue/bwv_857/ToA01M.mid,Bach/Fugue/bwv_857,ToA01M,Bach,Fugue_bwv_857,227,1361,3,95,63,0.0007347538574577516,5690,111,0.9977957384276267,0.00881057268722467,210.04349,0.4867179201181826,0.20874890638670163,0.45547295476326105,0.4264057352584853,1.986784140969163,0.8295140000000458,0.9052080000000018,3.3934449999999856,0,0,False,False,False,False,False,-0.3037962461998929,0.1536922195447573,-0.946337678251313,-1.2463880605888322,-0.38059482220807395,1.8825364161674991,-0.5515762092850716,3.624574453113732,1.896664101751576,7.761193575282373,False,True,within_work_outlier,True,True
Bach/Fugue/bwv_857/WangA01M.mid,Bach/Fugue/bwv_857,WangA01M,Bach,Fugue_bwv_857,227,1340,9,93,65,0.0007462686567164179,2805,113,0.9985074626865672,0.004405286343612335,214.111718,0.4864078723365533,0.22731846019247592,0.31010234457879515,0.275168304934623,1.2026431718061674,0.8275019999999991,0.92118099999999,3.01478800000001,0,0,False,False,False,False,False,-0.3092263913937754,0.1383844832545614,-0.7611884833945036,-0.5463787032199305,-0.8741681216648665,-0.21266937453401066,-1.0101914799494702,0.7986565543040636,0.5565841529873652,1.728475425062887,False,False,,False,False
Bach/Fugue/bwv_857/YuP01M.mid,Bach/Fugue/bwv_857,YuP01M,Bach,Fugue_bwv_857,227,1358,21,95,67,0.0,2174,111,0.9985272459499264,0.013215859030837005,211.871875,0.47103743728462505,0.2669291338582676,0.20780054153477157,0.18968332673682436,0.7973568281938326,0.8070490000000028,0.9083330000000274,3.069133999999991,0,0,False,False,False,False,False,-0.5784226216861198,-0.6204874725584231,-0.3662471501958222,0.9468096904138462,-1.2215109470457655,-1.6871306144301337,-1.2694177596473601,-0.7986565543040636,-0.136041438508744,-1.3895586750505555,False,False,,False,False
Bach/Fugue/bwv_858/VuV01M.mid,Bach/Fugue/bwv_858,VuV01M,Bach,Fugue_bwv_858,135,875,17,84,55,0.0,662,94,0.9965714285714286,0.0,137.870139,0.45317339962134356,0.16299212598425183,0.05205221533488673,0.053383523683307406,0.3925925925925926,0.9482640000000018,1.0057299999999998,1.9659719999999936,0,0,False,False,False,False,False,-0.8912915535354201,,-1.4025592514438283,,-1.7503194534543363,,-1.6827358842348696,,-0.8277747587114602,,False,False,,False,False
